|createdDate|displayLevel|displayOrder|exchangeCode|fiscalDate|id|itemCode|itemName|locale|modelType|modifiedDate|numericValue|reportType|rowNo|secCode|companyId
99|2014-02-18T00:00:00|3.0|1870.0|HOSTC|2013-12-31T00:00:00|VIC14110ANNUAL31-DEC-13VN1|14110|Vốn góp|VN|1|2016-11-05T00:00:00|9296036790000|ANNUAL|5|VIC|
100|2014-02-18T00:00:00|4.0|1871.0|HOSTC|2013-12-31T00:00:00|VIC14148ANNUAL31-DEC-13VN1|14148|Cổ phiếu phổ thông|VN|1|2016-11-05T00:00:00|9296036790000|ANNUAL|5|VIC|
101|2014-02-18T00:00:00|4.0|1872.0|HOSTC|2013-12-31T00:00:00|VIC14145ANNUAL31-DEC-13VN1|14145|Cổ phiếu ưu đãi|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
102|2014-02-18T00:00:00|3.0|1880.0|HOSTC|2013-12-31T00:00:00|VIC14120ANNUAL31-DEC-13VN1|14120|Thặng dư vốn cổ phần|VN|1|2016-11-05T00:00:00|1781641494624|ANNUAL|5|VIC|
103|2014-02-18T00:00:00|3.0|1885.0|HOSTC|2013-12-31T00:00:00|VIC14149ANNUAL31-DEC-13VN1|14149|Quyền chọn chuyển đổi trái phiếu|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
104|2014-02-18T00:00:00|3.0|1890.0|HOSTC|2013-12-31T00:00:00|VIC14130ANNUAL31-DEC-13VN1|14130|Vốn khác của chủ sở hữu|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
105|2014-02-18T00:00:00|3.0|1900.0|HOSTC|2013-12-31T00:00:00|VIC14140ANNUAL31-DEC-13VN1|14140|Cổ phiếu quỹ|VN|1|2016-11-05T00:00:00|-4351625014572|ANNUAL|5|VIC|
106|2014-02-18T00:00:00|3.0|1910.0|HOSTC|2013-12-31T00:00:00|VIC14150ANNUAL31-DEC-13VN1|14150|Chênh lệch đánh giá lại tài sản|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
107|2014-02-18T00:00:00|3.0|1920.0|HOSTC|2013-12-31T00:00:00|VIC14160ANNUAL31-DEC-13VN1|14160|Chênh lệch tỷ giá hối đoái|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
108|2014-02-18T00:00:00|3.0|1925.0|HOSTC|2013-12-31T00:00:00|VIC14191ANNUAL31-DEC-13VN1|14191|Các Quỹ|VN|1|2016-11-05T00:00:00|17845114930|ANNUAL|5|VIC|
109|2014-02-18T00:00:00|4.0|1930.0|HOSTC|2013-12-31T00:00:00|VIC14170ANNUAL31-DEC-13VN1|14170|Quỹ đầu tư phát triển|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
110|2014-02-18T00:00:00|4.0|1940.0|HOSTC|2013-12-31T00:00:00|VIC14180ANNUAL31-DEC-13VN1|14180|Quỹ dự phòng tài chính|VN|1|2016-11-05T00:00:00|17845114930|ANNUAL|5|VIC|
111|2014-02-18T00:00:00|4.0|1950.0|HOSTC|2013-12-31T00:00:00|VIC14190ANNUAL31-DEC-13VN1|14190|Quỹ khác thuộc vốn chủ sở hữu|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
112|2014-02-18T00:00:00|3.0|1960.0|HOSTC|2013-12-31T00:00:00|VIC14200ANNUAL31-DEC-13VN1|14200|Lợi nhuận sau thuế chưa phân phối|VN|1|2016-11-05T00:00:00|7727938813282|ANNUAL|5|VIC|
