"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"24/04/2018","4.404","4.404","4.404","4.404","0.32%"
"23/04/2018","4.390","4.390","4.390","4.390","-0.05%"
"20/04/2018","4.392","4.392","4.392","4.392","0.32%"
"19/04/2018","4.378","4.378","4.378","4.378","0.09%"
"18/04/2018","4.374","4.374","4.374","4.374","0.02%"
"17/04/2018","4.373","4.373","4.373","4.373","0.00%"
"16/04/2018","4.373","4.373","4.373","4.373","0.32%"
"13/04/2018","4.359","4.359","4.359","4.359","-0.25%"
"12/04/2018","4.370","4.370","4.370","4.370","0.85%"
"11/04/2018","4.333","4.333","4.333","4.333","0.53%"
"10/04/2018","4.310","4.310","4.310","4.310","0.58%"
"09/04/2018","4.285","4.285","4.285","4.285","0.00%"
"06/04/2018","4.285","4.285","4.285","4.285","1.42%"
"05/04/2018","4.225","4.225","4.225","4.225","0.40%"
"04/04/2018","4.208","4.208","4.208","4.208","0.74%"
"03/04/2018","4.177","4.177","4.177","4.177","-0.31%"
"02/04/2018","4.190","4.190","4.190","4.190","-0.14%"
"30/03/2018","4.196","4.196","4.196","4.196","-0.47%"
"29/03/2018","4.216","4.216","4.216","4.216","1.22%"
"28/03/2018","4.165","4.165","4.165","4.165","0.34%"
"27/03/2018","4.151","4.151","4.151","4.151","-0.12%"
"26/03/2018","4.156","4.156","4.156","4.156","-0.22%"
"23/03/2018","4.165","4.165","4.165","4.165","0.17%"
"22/03/2018","4.158","4.158","4.158","4.158","-0.02%"
"21/03/2018","4.159","4.159","4.159","4.159","0.10%"
"20/03/2018","4.155","4.155","4.155","4.155","0.10%"
"19/03/2018","4.151","4.151","4.151","4.151","-0.22%"
"16/03/2018","4.160","4.160","4.160","4.160","0.12%"
"15/03/2018","4.155","4.155","4.155","4.155","-0.07%"
"14/03/2018","4.158","4.158","4.158","4.158","0.24%"
"13/03/2018","4.148","4.148","4.148","4.148","-0.14%"
"12/03/2018","4.154","4.154","4.154","4.154","0.02%"
"09/03/2018","4.153","4.153","4.153","4.153","0.95%"
"08/03/2018","4.114","4.114","4.114","4.114","0.29%"
"07/03/2018","4.102","4.102","4.102","4.102","-1.28%"
"06/03/2018","4.155","4.155","4.155","4.155","-0.12%"
"05/03/2018","4.160","4.160","4.160","4.160","-0.93%"
"02/03/2018","4.199","4.199","4.199","4.199","0.70%"
"01/03/2018","4.170","4.170","4.170","4.170","-3.18%"
"28/02/2018","4.307","4.307","4.307","4.307","0.09%"
"27/02/2018","4.303","4.303","4.303","4.303","1.08%"
"26/02/2018","4.257","4.257","4.257","4.257","-0.21%"
"23/02/2018","4.266","4.266","4.266","4.266","-0.58%"
"22/02/2018","4.291","4.291","4.291","4.291","-1.22%"
"21/02/2018","4.344","4.344","4.344","4.344","-0.39%"
"20/02/2018","4.361","4.361","4.361","4.361","0.00%"
"19/02/2018","4.361","4.361","4.361","4.361","0.00%"
"18/02/2018","4.361","4.361","4.361","4.361","0.00%"
"16/02/2018","4.361","4.361","4.361","4.361","0.00%"
"15/02/2018","4.361","4.361","4.361","4.361","0.00%"
"14/02/2018","4.361","4.361","4.361","4.361","0.00%"
"13/02/2018","4.361","4.361","4.361","4.361","0.30%"
"12/02/2018","4.348","4.348","4.348","4.348","-0.82%"
"09/02/2018","4.384","4.384","4.384","4.384","0.18%"
"08/02/2018","4.376","4.376","4.376","4.376","-0.52%"
"07/02/2018","4.399","4.399","4.399","4.399","-1.70%"
"06/02/2018","4.475","4.475","4.475","4.475","4.22%"
"05/02/2018","4.294","4.294","4.294","4.294","-0.21%"
"02/02/2018","4.303","4.303","4.303","4.303","-2.12%"
"01/02/2018","4.396","4.396","4.396","4.396","7.27%"
"31/01/2018","4.098","4.098","4.098","4.098","-0.53%"
"30/01/2018","4.120","4.120","4.120","4.120","1.23%"
"29/01/2018","4.070","4.070","4.070","4.070","-0.61%"
"26/01/2018","4.095","4.095","4.095","4.095","-4.14%"
"25/01/2018","4.272","4.272","4.272","4.272","-4.79%"
"24/01/2018","4.487","4.487","4.487","4.487","-0.71%"
"23/01/2018","4.519","4.519","4.519","4.519","-0.26%"
"22/01/2018","4.531","4.531","4.531","4.531","-0.61%"
"19/01/2018","4.559","4.559","4.559","4.559","1.70%"
"18/01/2018","4.483","4.483","4.483","4.483","-3.72%"
"17/01/2018","4.656","4.656","4.656","4.656","-1.73%"
"16/01/2018","4.738","4.738","4.738","4.738","0.40%"
"15/01/2018","4.719","4.719","4.719","4.719","0.04%"
"12/01/2018","4.717","4.717","4.717","4.717","0.36%"
"11/01/2018","4.700","4.700","4.700","4.700","-5.85%"
"10/01/2018","4.992","4.992","4.992","4.992","-1.52%"
"09/01/2018","5.069","5.069","5.069","5.069","-0.71%"
"08/01/2018","5.105","5.105","5.105","5.105","-0.02%"
"05/01/2018","5.106","5.106","5.106","5.106","0.41%"
"04/01/2018","5.085","5.085","5.085","5.085","0.75%"
"03/01/2018","5.047","5.047","5.047","5.047","-0.04%"
"02/01/2018","5.049","5.049","5.049","5.049","-0.08%"
"01/01/2018","5.053","5.053","5.053","5.053","0.00%"
"29/12/2017","5.053","5.053","5.053","5.053","0.50%"
"28/12/2017","5.028","5.028","5.028","5.028","-0.04%"
"27/12/2017","5.030","5.030","5.030","5.030","0.24%"
"26/12/2017","5.018","5.018","5.018","5.018","0.36%"
"25/12/2017","5.000","5.000","5.000","5.000","-0.32%"
"22/12/2017","5.016","5.016","5.016","5.016","-0.67%"
"21/12/2017","5.050","5.050","5.050","5.050","-1.90%"
"20/12/2017","5.148","5.148","5.148","5.148","-0.44%"
"19/12/2017","5.171","5.171","5.171","5.171","-0.42%"
"18/12/2017","5.193","5.193","5.193","5.193","-0.13%"
"16/12/2017","5.200","5.200","5.200","5.200","0.00%"
"15/12/2017","5.200","5.200","5.200","5.200","-0.38%"
"14/12/2017","5.220","5.220","5.220","5.220","-0.82%"
"13/12/2017","5.263","5.263","5.263","5.263","-1.44%"
"12/12/2017","5.340","5.340","5.340","5.340","-0.26%"
"11/12/2017","5.354","5.354","5.354","5.354","-0.11%"
"08/12/2017","5.360","5.360","5.360","5.360","-0.15%"
"07/12/2017","5.368","5.368","5.368","5.368","-0.09%"
"06/12/2017","5.373","5.373","5.373","5.373","-0.15%"
"05/12/2017","5.381","5.381","5.381","5.381","-0.02%"
"04/12/2017","5.382","5.382","5.382","5.382","-0.02%"
"01/12/2017","5.383","5.383","5.383","5.383","-0.07%"
"30/11/2017","5.387","5.387","5.387","5.387","-0.30%"
"29/11/2017","5.403","5.403","5.403","5.403","-0.11%"
"28/11/2017","5.409","5.409","5.409","5.409","-0.02%"
"27/11/2017","5.410","5.410","5.410","5.410","0.04%"
"24/11/2017","5.408","5.408","5.408","5.408","0.13%"
"23/11/2017","5.401","5.401","5.401","5.401","0.00%"
"22/11/2017","5.401","5.401","5.401","5.401","0.00%"
"21/11/2017","5.401","5.401","5.401","5.401","-0.04%"
"20/11/2017","5.403","5.403","5.403","5.403","0.00%"
"17/11/2017","5.403","5.403","5.403","5.403","0.00%"
"16/11/2017","5.403","5.403","5.403","5.403","-0.04%"
"15/11/2017","5.405","5.405","5.405","5.405","0.65%"
"14/11/2017","5.370","5.370","5.370","5.370","0.00%"
"13/11/2017","5.370","5.370","5.370","5.370","1.11%"
"10/11/2017","5.311","5.311","5.311","5.311","0.00%"
"09/11/2017","5.311","5.311","5.311","5.311","-0.02%"
"08/11/2017","5.312","5.312","5.312","5.312","0.00%"
"07/11/2017","5.312","5.312","5.312","5.312","0.11%"
"06/11/2017","5.306","5.306","5.306","5.306","0.00%"
"03/11/2017","5.306","5.306","5.306","5.306","-0.15%"
"02/11/2017","5.314","5.314","5.314","5.314","0.00%"
"01/11/2017","5.314","5.314","5.314","5.314","-0.02%"
"31/10/2017","5.315","5.315","5.315","5.315","0.00%"
"30/10/2017","5.315","5.315","5.315","5.315","-0.04%"
"29/10/2017","5.317","5.317","5.317","5.317","0.00%"
"27/10/2017","5.317","5.317","5.317","5.317","0.00%"
"26/10/2017","5.317","5.317","5.317","5.317","0.00%"
"25/10/2017","5.317","5.317","5.317","5.317","0.00%"
"24/10/2017","5.317","5.317","5.317","5.317","-0.06%"
"23/10/2017","5.320","5.320","5.320","5.320","0.00%"
"22/10/2017","5.320","5.320","5.320","5.320","0.00%"
"20/10/2017","5.320","5.320","5.320","5.320","0.08%"
"19/10/2017","5.316","5.316","5.316","5.316","-0.13%"
"18/10/2017","5.323","5.323","5.323","5.323","-0.02%"
"17/10/2017","5.324","5.324","5.324","5.324","0.00%"
"16/10/2017","5.324","5.324","5.324","5.324","-0.02%"
"13/10/2017","5.325","5.325","5.325","5.325","0.00%"
"12/10/2017","5.325","5.325","5.325","5.325","0.13%"
"11/10/2017","5.318","5.318","5.318","5.318","-0.11%"
"10/10/2017","5.324","5.324","5.324","5.324","-0.30%"
"09/10/2017","5.340","5.340","5.340","5.340","-0.21%"
"06/10/2017","5.351","5.351","5.351","5.351","-0.11%"
"05/10/2017","5.357","5.357","5.357","5.357","0.00%"
"04/10/2017","5.357","5.357","5.357","5.357","-0.11%"
"03/10/2017","5.363","5.363","5.363","5.363","-0.02%"
"02/10/2017","5.364","5.364","5.364","5.364","-0.04%"
"29/09/2017","5.366","5.366","5.366","5.366","-0.11%"
"28/09/2017","5.372","5.372","5.372","5.372","-0.13%"
"27/09/2017","5.379","5.379","5.379","5.379","0.00%"
"26/09/2017","5.379","5.379","5.379","5.379","0.00%"
"25/09/2017","5.379","5.379","5.379","5.379","0.00%"
"22/09/2017","5.379","5.379","5.379","5.379","0.04%"
"21/09/2017","5.377","5.377","5.377","5.377","0.00%"
"20/09/2017","5.377","5.377","5.377","5.377","0.00%"
"19/09/2017","5.377","5.377","5.377","5.377","0.02%"
"18/09/2017","5.376","5.376","5.376","5.376","-0.07%"
"15/09/2017","5.380","5.380","5.380","5.380","-0.06%"
"14/09/2017","5.383","5.383","5.383","5.383","0.00%"
"13/09/2017","5.383","5.383","5.383","5.383","-0.15%"
"12/09/2017","5.391","5.391","5.391","5.391","-0.09%"
"11/09/2017","5.396","5.396","5.396","5.396","0.20%"
"08/09/2017","5.385","5.385","5.385","5.385","-0.04%"
"07/09/2017","5.387","5.387","5.387","5.387","-0.19%"
"06/09/2017","5.397","5.397","5.397","5.397","-1.06%"
"05/09/2017","5.455","5.455","5.455","5.455","-0.76%"
"04/09/2017","5.497","5.498","5.498","5.497","-0.02%"
"01/09/2017","5.498","5.498","5.498","5.498","-0.05%"
"31/08/2017","5.501","5.501","5.501","5.501","-0.36%"
"30/08/2017","5.521","5.521","5.521","5.521","-0.34%"
"29/08/2017","5.540","5.540","5.540","5.540","0.16%"
"28/08/2017","5.531","5.531","5.531","5.531","0.62%"
"25/08/2017","5.497","5.497","5.497","5.497","0.64%"
"24/08/2017","5.462","5.462","5.462","5.462","0.44%"
"23/08/2017","5.438","5.438","5.438","5.438","0.00%"
"22/08/2017","5.438","5.438","5.438","5.438","0.31%"
"21/08/2017","5.421","5.421","5.421","5.421","0.26%"
"18/08/2017","5.407","5.407","5.407","5.407","-0.02%"
"17/08/2017","5.408","5.408","5.408","5.408","0.63%"
"16/08/2017","5.374","5.374","5.374","5.374","0.21%"
"15/08/2017","5.363","5.363","5.363","5.363","-0.07%"
"14/08/2017","5.367","5.367","5.367","5.367","0.49%"
"11/08/2017","5.341","5.341","5.341","5.341","0.13%"
"10/08/2017","5.334","5.334","5.334","5.334","0.28%"
"09/08/2017","5.319","5.319","5.319","5.319","0.23%"
"08/08/2017","5.307","5.307","5.307","5.307","0.11%"
"07/08/2017","5.301","5.301","5.301","5.301","0.55%"
"06/08/2017","5.272","5.272","5.272","5.272","0.00%"
"04/08/2017","5.272","5.272","5.272","5.272","0.00%"
"03/08/2017","5.272","5.272","5.272","5.272","0.00%"
"02/08/2017","5.272","5.272","5.272","5.272","0.00%"
"01/08/2017","5.272","5.272","5.272","5.272","0.13%"
"31/07/2017","5.265","5.265","5.265","5.265","-0.17%"
"28/07/2017","5.274","5.274","5.274","5.274","0.25%"
"27/07/2017","5.261","5.261","5.261","5.261","-0.32%"
"26/07/2017","5.278","5.278","5.278","5.278","0.09%"
"25/07/2017","5.273","5.273","5.273","5.273","0.25%"
"24/07/2017","5.260","5.260","5.260","5.260","0.13%"
"21/07/2017","5.253","5.253","5.253","5.253","0.23%"
"20/07/2017","5.241","5.241","5.241","5.241","-0.76%"
"19/07/2017","5.281","5.281","5.281","5.281","-0.84%"
"18/07/2017","5.326","5.326","5.326","5.326","-1.02%"
"17/07/2017","5.381","5.381","5.381","5.381","0.09%"
"16/07/2017","5.376","5.376","5.376","5.376","0.00%"
"14/07/2017","5.376","5.376","5.376","5.376","0.15%"
"13/07/2017","5.368","5.368","5.368","5.368","-0.89%"
"12/07/2017","5.416","5.416","5.416","5.416","-0.39%"
"11/07/2017","5.437","5.437","5.437","5.437","-0.88%"
"10/07/2017","5.485","5.485","5.485","5.485","-1.86%"
"07/07/2017","5.589","5.589","5.589","5.589","-0.37%"
"06/07/2017","5.610","5.610","5.610","5.610","-0.25%"
"05/07/2017","5.624","5.624","5.624","5.624","0.00%"
"04/07/2017","5.624","5.624","5.624","5.624","0.00%"
"03/07/2017","5.624","5.624","5.624","5.624","-0.18%"
"02/07/2017","5.634","5.634","5.634","5.634","0.00%"
"01/07/2017","5.634","5.634","5.634","5.634","0.00%"
"30/06/2017","5.634","5.634","5.634","5.634","-0.34%"
"29/06/2017","5.653","5.653","5.653","5.653","0.05%"
"28/06/2017","5.650","5.650","5.650","5.650","0.00%"
"27/06/2017","5.650","5.650","5.650","5.650","0.00%"
"26/06/2017","5.650","5.650","5.650","5.650","-0.04%"
"25/06/2017","5.652","5.652","5.652","5.652","0.00%"
"23/06/2017","5.652","5.652","5.652","5.652","-0.55%"
"22/06/2017","5.683","5.683","5.683","5.683","0.00%"
"21/06/2017","5.683","5.683","5.683","5.683","-0.85%"
"20/06/2017","5.732","5.732","5.732","5.732","-0.24%"
"19/06/2017","5.746","5.746","5.746","5.746","-0.23%"
"16/06/2017","5.759","5.759","5.759","5.759","-0.38%"
"15/06/2017","5.781","5.781","5.781","5.781","-0.82%"
"14/06/2017","5.829","5.829","5.829","5.829","-0.19%"
"13/06/2017","5.840","5.840","5.840","5.840","0.00%"
"12/06/2017","5.840","5.840","5.840","5.840","0.29%"
"09/06/2017","5.823","5.823","5.823","5.823","-0.43%"
"08/06/2017","5.848","5.848","5.848","5.848","0.00%"
"07/06/2017","5.848","5.848","5.848","5.848","-0.03%"
"06/06/2017","5.850","5.850","5.850","5.850","-0.02%"
"05/06/2017","5.851","5.851","5.851","5.851","-0.07%"
"02/06/2017","5.855","5.855","5.855","5.855","-0.17%"
"01/06/2017","5.865","5.865","5.865","5.865","3.42%"
"31/05/2017","5.671","5.671","5.671","5.671","-0.21%"
"30/05/2017","5.683","5.683","5.683","5.683","0.00%"
"29/05/2017","5.683","5.683","5.683","5.683","-0.05%"
"26/05/2017","5.686","5.686","5.686","5.686","-0.26%"
"25/05/2017","5.701","5.701","5.701","5.701","-0.52%"
"24/05/2017","5.731","5.731","5.731","5.731","-0.52%"
"23/05/2017","5.761","5.761","5.761","5.761","0.07%"
"22/05/2017","5.757","5.757","5.757","5.757","0.00%"
"19/05/2017","5.757","5.757","5.757","5.757","-0.07%"
"18/05/2017","5.761","5.761","5.761","5.761","-0.28%"
"17/05/2017","5.777","5.777","5.777","5.777","-0.05%"
"16/05/2017","5.780","5.780","5.780","5.780","-0.14%"
"15/05/2017","5.788","5.788","5.788","5.788","-0.29%"
"12/05/2017","5.805","5.805","5.805","5.805","0.00%"
"11/05/2017","5.805","5.805","5.805","5.805","0.03%"
"10/05/2017","5.803","5.803","5.803","5.803","-0.12%"
"09/05/2017","5.810","5.810","5.810","5.810","0.02%"
"08/05/2017","5.809","5.809","5.809","5.809","0.00%"
"07/05/2017","5.809","5.809","5.809","5.809","0.00%"
"05/05/2017","5.809","5.809","5.809","5.809","0.00%"
"04/05/2017","5.809","5.809","5.809","5.809","0.24%"
"03/05/2017","5.795","5.795","5.795","5.795","0.00%"
"02/05/2017","5.795","5.795","5.795","5.795","0.00%"
"01/05/2017","5.795","5.793","5.795","5.793","0.03%"
"28/04/2017","5.793","5.793","5.793","5.793","0.00%"
"27/04/2017","5.793","5.793","5.793","5.793","0.33%"
"26/04/2017","5.774","5.774","5.774","5.774","0.02%"
"25/04/2017","5.773","5.773","5.773","5.773","0.05%"
"24/04/2017","5.770","5.770","5.770","5.770","0.00%"
"22/04/2017","5.770","5.770","5.770","5.770","0.00%"
"21/04/2017","5.770","5.770","5.770","5.770","0.05%"
"20/04/2017","5.767","5.767","5.767","5.767","0.16%"
"19/04/2017","5.758","5.758","5.758","5.758","-0.14%"
"18/04/2017","5.766","5.766","5.766","5.766","-0.02%"
"17/04/2017","5.767","5.767","5.767","5.767","-0.14%"
"14/04/2017","5.775","5.775","5.775","5.775","-0.12%"
"13/04/2017","5.782","5.782","5.782","5.782","-0.09%"
"12/04/2017","5.787","5.787","5.787","5.787","-0.28%"
"11/04/2017","5.803","5.803","5.803","5.803","0.02%"
"10/04/2017","5.802","5.802","5.802","5.802","-0.17%"
"07/04/2017","5.812","5.812","5.812","5.812","-0.33%"
"06/04/2017","5.831","5.831","5.831","5.831","0.00%"
"05/04/2017","5.831","5.831","5.831","5.831","-0.07%"
"04/04/2017","5.835","5.835","5.835","5.835","0.00%"
"03/04/2017","5.835","5.835","5.835","5.835","0.15%"
"31/03/2017","5.826","5.826","5.826","5.826","-0.10%"
"30/03/2017","5.832","5.832","5.832","5.832","0.00%"
"29/03/2017","5.832","5.832","5.832","5.832","0.00%"
"28/03/2017","5.832","5.832","5.832","5.832","0.00%"
"27/03/2017","5.832","5.832","5.832","5.832","0.00%"
"26/03/2017","5.832","5.832","5.832","5.832","0.00%"
"24/03/2017","5.832","5.832","5.832","5.832","-0.03%"
"23/03/2017","5.834","5.834","5.834","5.834","0.19%"
"22/03/2017","5.823","5.823","5.823","5.823","0.00%"
"21/03/2017","5.823","5.823","5.823","5.823","0.03%"
"20/03/2017","5.821","5.821","5.821","5.821","-0.34%"
"18/03/2017","5.841","5.841","5.841","5.841","0.00%"
"17/03/2017","5.841","5.841","5.841","5.841","-0.49%"
"16/03/2017","5.870","5.870","5.870","5.870","-0.09%"
"15/03/2017","5.875","5.875","5.875","5.875","0.10%"
"14/03/2017","5.869","5.869","5.869","5.869","0.00%"
"13/03/2017","5.869","5.869","5.869","5.869","-0.03%"
"10/03/2017","5.871","5.871","5.871","5.871","-0.05%"
"09/03/2017","5.874","5.874","5.874","5.874","-0.03%"
"08/03/2017","5.876","5.876","5.876","5.876","0.00%"
"07/03/2017","5.876","5.876","5.876","5.876","0.00%"
"06/03/2017","5.876","5.876","5.876","5.876","-0.10%"
"03/03/2017","5.882","5.882","5.882","5.882","0.00%"
"02/03/2017","5.882","5.882","5.882","5.882","0.00%"
"01/03/2017","5.882","5.882","5.882","5.882","0.00%"
"28/02/2017","5.882","5.882","5.882","5.882","-0.10%"
"27/02/2017","5.888","5.888","5.888","5.888","-0.10%"
"24/02/2017","5.894","5.894","5.894","5.894","-0.05%"
"23/02/2017","5.897","5.897","5.897","5.897","-0.05%"
"22/02/2017","5.900","5.900","5.900","5.900","-0.07%"
"21/02/2017","5.904","5.904","5.904","5.904","0.02%"
"20/02/2017","5.903","5.903","5.903","5.903","0.02%"
"17/02/2017","5.902","5.902","5.902","5.902","0.19%"
"16/02/2017","5.891","5.891","5.891","5.891","-0.37%"
"15/02/2017","5.913","5.913","5.913","5.913","-0.08%"
"14/02/2017","5.918","5.918","5.918","5.918","-0.19%"
"13/02/2017","5.929","5.929","5.929","5.929","-0.19%"
"10/02/2017","5.940","5.940","5.940","5.940","-0.02%"
"09/02/2017","5.941","5.941","5.941","5.941","-0.44%"
"08/02/2017","5.967","5.967","5.967","5.967","0.00%"
"07/02/2017","5.967","5.967","5.967","5.967","-0.17%"
"06/02/2017","5.977","5.977","5.977","5.977","-0.30%"
"03/02/2017","5.995","5.995","5.995","5.995","-0.25%"
"02/02/2017","6.010","6.010","6.010","6.010","0.00%"
"01/02/2017","6.010","6.010","6.010","6.010","0.00%"
"31/01/2017","6.010","6.010","6.010","6.010","0.00%"
"30/01/2017","6.010","6.010","6.010","6.010","0.00%"
"27/01/2017","6.010","6.010","6.010","6.010","0.00%"
"26/01/2017","6.010","6.010","6.010","6.010","0.00%"
"25/01/2017","6.010","6.010","6.010","6.010","0.03%"
"24/01/2017","6.008","6.008","6.008","6.008","-0.45%"
"23/01/2017","6.035","6.035","6.035","6.035","0.00%"
"20/01/2017","6.035","6.035","6.035","6.035","0.00%"
"19/01/2017","6.035","6.035","6.035","6.035","-0.18%"
"18/01/2017","6.046","6.046","6.046","6.046","-0.03%"
"17/01/2017","6.048","6.048","6.048","6.048","-0.03%"
"16/01/2017","6.050","6.050","6.050","6.050","-0.02%"
"13/01/2017","6.051","6.051","6.051","6.051","-0.21%"
"12/01/2017","6.064","6.064","6.064","6.064","-0.20%"
"11/01/2017","6.076","6.076","6.076","6.076","-0.28%"
"10/01/2017","6.093","6.093","6.093","6.093","-0.16%"
"09/01/2017","6.103","6.103","6.103","6.103","0.00%"
"06/01/2017","6.103","6.103","6.103","6.103","0.15%"
"05/01/2017","6.094","6.094","6.094","6.094","0.02%"
"04/01/2017","6.093","6.093","6.093","6.093","-0.02%"
"03/01/2017","6.094","6.094","6.094","6.094","-0.02%"
"02/01/2017","6.095","6.095","6.095","6.095","0.00%"
"30/12/2016","6.095","6.095","6.095","6.095","0.02%"
"29/12/2016","6.094","6.094","6.094","6.094","-0.03%"
"28/12/2016","6.096","6.096","6.096","6.096","0.00%"
"27/12/2016","6.096","6.096","6.096","6.096","-0.02%"
"26/12/2016","6.097","6.097","6.097","6.097","-0.10%"
"23/12/2016","6.103","6.103","6.103","6.103","-0.31%"
"22/12/2016","6.122","6.122","6.122","6.122","0.29%"
"21/12/2016","6.104","6.104","6.104","6.104","-0.02%"
"20/12/2016","6.105","6.105","6.105","6.105","0.00%"
"19/12/2016","6.105","6.105","6.105","6.105","-0.03%"
"16/12/2016","6.107","6.107","6.107","6.107","0.28%"
"15/12/2016","6.090","6.090","6.090","6.090","0.66%"
"14/12/2016","6.050","6.050","6.050","6.050","-0.08%"
"13/12/2016","6.055","6.055","6.055","6.055","0.12%"
"12/12/2016","6.048","6.048","6.048","6.048","0.17%"
"09/12/2016","6.038","6.038","6.038","6.038","0.00%"
"08/12/2016","6.038","6.038","6.038","6.038","0.00%"
"07/12/2016","6.038","6.038","6.038","6.038","-0.02%"
"06/12/2016","6.039","6.039","6.039","6.039","0.00%"
"05/12/2016","6.039","6.039","6.039","6.039","-0.20%"
"02/12/2016","6.051","6.051","6.051","6.051","0.08%"
"01/12/2016","6.046","6.046","6.046","6.046","0.00%"
"30/11/2016","6.046","6.046","6.046","6.046","-0.07%"
"29/11/2016","6.050","6.050","6.050","6.050","-0.17%"
"28/11/2016","6.060","6.060","6.060","6.060","0.00%"
"25/11/2016","6.060","6.060","6.060","6.060","0.00%"
"24/11/2016","6.060","6.060","6.060","6.060","-0.02%"
"23/11/2016","6.061","6.061","6.061","6.061","-0.02%"
"22/11/2016","6.062","6.062","6.062","6.062","-0.57%"
"21/11/2016","6.097","6.097","6.097","6.097","0.00%"
"18/11/2016","6.097","6.097","6.097","6.097","-0.05%"
"17/11/2016","6.100","6.100","6.100","6.100","1.13%"
"16/11/2016","6.032","6.032","6.032","6.032","0.57%"
"15/11/2016","5.998","5.998","5.998","5.998","0.05%"
"14/11/2016","5.995","5.995","5.995","5.995","0.07%"
"11/11/2016","5.991","5.991","5.991","5.991","-0.17%"
"10/11/2016","6.001","6.001","6.001","6.001","0.00%"
"09/11/2016","6.001","6.001","6.001","6.001","0.07%"
"08/11/2016","5.997","5.997","5.997","5.997","0.39%"
"07/11/2016","5.974","5.974","5.974","5.974","0.00%"
"04/11/2016","5.974","5.974","5.974","5.974","0.08%"
"03/11/2016","5.969","5.969","5.969","5.969","-0.02%"
"02/11/2016","5.970","5.970","5.970","5.970","0.00%"
"01/11/2016","5.970","5.970","5.970","5.970","-0.02%"
"31/10/2016","5.971","5.971","5.971","5.971","-0.03%"
"28/10/2016","5.973","5.973","5.973","5.973","0.00%"
"27/10/2016","5.973","5.973","5.973","5.973","-0.03%"
"26/10/2016","5.975","5.975","5.975","5.975","-0.18%"
"25/10/2016","5.986","5.986","5.986","5.986","0.05%"
"24/10/2016","5.983","5.983","5.983","5.983","-0.15%"
"21/10/2016","5.992","5.992","5.992","5.992","-0.45%"
"20/10/2016","6.019","6.019","6.019","6.019","-0.10%"
"19/10/2016","6.025","6.025","6.025","6.025","-0.51%"
"18/10/2016","6.056","6.056","6.056","6.056","0.18%"
"17/10/2016","6.045","6.045","6.045","6.045","0.40%"
"15/10/2016","6.021","6.021","6.021","6.021","0.00%"
"14/10/2016","6.021","6.021","6.021","6.021","0.42%"
"13/10/2016","5.996","5.996","5.996","5.996","0.00%"
"12/10/2016","5.996","5.996","5.996","5.996","0.22%"
"11/10/2016","5.983","5.983","5.983","5.983","0.00%"
"10/10/2016","5.983","5.983","5.983","5.983","-0.65%"
"07/10/2016","6.022","6.022","6.022","6.022","0.00%"
"06/10/2016","6.022","6.022","6.022","6.022","-2.08%"
"05/10/2016","6.150","6.150","6.150","6.150","-0.82%"
"04/10/2016","6.201","6.201","6.201","6.201","-0.83%"
"03/10/2016","6.253","6.253","6.253","6.253","0.56%"
"30/09/2016","6.218","6.218","6.218","6.218","0.21%"
"29/09/2016","6.205","6.205","6.205","6.205","0.15%"
"28/09/2016","6.196","6.196","6.196","6.196","-1.84%"
"27/09/2016","6.312","6.312","6.312","6.312","-1.61%"
"26/09/2016","6.415","6.415","6.415","6.415","-0.11%"
"25/09/2016","6.422","6.422","6.422","6.422","0.00%"
"24/09/2016","6.422","6.422","6.422","6.422","0.00%"
"23/09/2016","6.422","6.422","6.422","6.422","-2.00%"
"22/09/2016","6.553","6.553","6.553","6.553","-1.37%"
"21/09/2016","6.644","6.644","6.644","6.644","-0.09%"
"20/09/2016","6.650","6.650","6.650","6.650","-0.02%"
"19/09/2016","6.651","6.651","6.651","6.651","-0.21%"
"17/09/2016","6.665","6.665","6.665","6.665","0.00%"
"16/09/2016","6.665","6.665","6.665","6.665","-1.45%"
"15/09/2016","6.763","6.763","6.763","6.763","0.00%"
"14/09/2016","6.763","6.763","6.763","6.763","0.00%"
"13/09/2016","6.763","6.763","6.763","6.763","0.00%"
"12/09/2016","6.763","6.763","6.763","6.763","0.00%"
"09/09/2016","6.763","6.763","6.763","6.763","-0.37%"
"08/09/2016","6.788","6.788","6.788","6.788","-0.04%"
"07/09/2016","6.791","6.791","6.791","6.791","-0.13%"
"06/09/2016","6.800","6.800","6.800","6.800","-0.06%"
"05/09/2016","6.804","6.804","6.804","6.804","-0.44%"
"02/09/2016","6.834","6.834","6.834","6.834","0.00%"
"01/09/2016","6.834","6.834","6.834","6.834","-0.01%"
"31/08/2016","6.835","6.835","6.835","6.835","-0.01%"
"30/08/2016","6.836","6.836","6.836","6.836","0.00%"
"29/08/2016","6.836","6.836","6.836","6.836","0.00%"
"26/08/2016","6.836","6.836","6.836","6.836","0.03%"
"25/08/2016","6.834","6.834","6.834","6.834","-0.32%"
"24/08/2016","6.856","6.856","6.856","6.856","-0.15%"
"23/08/2016","6.866","6.866","6.866","6.866","-0.20%"
"22/08/2016","6.880","6.880","6.880","6.880","0.00%"
"19/08/2016","6.880","6.880","6.880","6.880","-0.03%"
"18/08/2016","6.882","6.882","6.882","6.882","-0.13%"
"17/08/2016","6.891","6.891","6.891","6.891","-0.01%"
"16/08/2016","6.892","6.892","6.892","6.892","-0.07%"
