"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"15/08/2016","6.897","6.897","6.897","6.897","-0.35%"
"14/08/2016","6.921","6.921","6.921","6.921","0.00%"
"13/08/2016","6.921","6.921","6.921","6.921","0.00%"
"12/08/2016","6.921","6.921","6.921","6.921","-0.03%"
"11/08/2016","6.923","6.923","6.923","6.923","-0.01%"
"10/08/2016","6.924","6.924","6.924","6.924","0.00%"
"09/08/2016","6.924","6.924","6.924","6.924","0.00%"
"08/08/2016","6.924","6.924","6.924","6.924","-0.01%"
"06/08/2016","6.925","6.925","6.925","6.925","0.00%"
"05/08/2016","6.925","6.925","6.925","6.925","0.00%"
"04/08/2016","6.925","6.925","6.925","6.925","-0.06%"
"03/08/2016","6.929","6.929","6.929","6.929","0.07%"
"02/08/2016","6.924","6.924","6.924","6.924","0.09%"
"01/08/2016","6.918","6.918","6.918","6.918","-0.04%"
"29/07/2016","6.921","6.921","6.921","6.921","0.01%"
"28/07/2016","6.920","6.920","6.920","6.920","-0.03%"
"27/07/2016","6.922","6.922","6.922","6.922","0.00%"
"26/07/2016","6.922","6.922","6.922","6.922","-0.09%"
"25/07/2016","6.928","6.928","6.928","6.928","0.03%"
"22/07/2016","6.926","6.926","6.926","6.926","0.00%"
"21/07/2016","6.926","6.926","6.926","6.926","0.01%"
"20/07/2016","6.925","6.925","6.925","6.925","-0.16%"
"19/07/2016","6.936","6.936","6.936","6.936","0.00%"
"15/07/2016","6.936","6.936","6.936","6.936","0.00%"
"14/07/2016","6.936","6.936","6.936","6.936","-0.03%"
"13/07/2016","6.938","6.938","6.938","6.938","0.00%"
"12/07/2016","6.938","6.938","6.938","6.938","0.00%"
"11/07/2016","6.938","6.938","6.938","6.938","0.26%"
"08/07/2016","6.920","6.920","6.920","6.920","0.01%"
"07/07/2016","6.919","6.919","6.919","6.919","0.16%"
"06/07/2016","6.908","6.908","6.908","6.908","0.00%"
"05/07/2016","6.908","6.908","6.908","6.908","0.00%"
"04/07/2016","6.908","6.908","6.908","6.908","-0.01%"
"01/07/2016","6.909","6.909","6.909","6.909","0.14%"
"30/06/2016","6.899","6.899","6.899","6.899","0.03%"
"29/06/2016","6.897","6.897","6.897","6.897","0.04%"
"28/06/2016","6.894","6.894","6.894","6.894","-0.03%"
"27/06/2016","6.896","6.896","6.896","6.896","0.00%"
"24/06/2016","6.896","6.896","6.896","6.896","-0.07%"
"23/06/2016","6.901","6.901","6.901","6.901","0.01%"
"22/06/2016","6.900","6.900","6.900","6.900","-0.04%"
"21/06/2016","6.903","6.903","6.903","6.903","0.03%"
"20/06/2016","6.901","6.901","6.901","6.901","-0.07%"
"17/06/2016","6.906","6.906","6.906","6.906","0.01%"
"16/06/2016","6.905","6.905","6.905","6.905","0.04%"
"15/06/2016","6.902","6.902","6.902","6.902","-0.03%"
"14/06/2016","6.904","6.904","6.904","6.904","0.00%"
"13/06/2016","6.904","6.904","6.904","6.904","-0.01%"
"10/06/2016","6.905","6.905","6.905","6.905","-0.55%"
"09/06/2016","6.943","6.943","6.943","6.943","0.00%"
"08/06/2016","6.943","6.943","6.943","6.943","0.00%"
"07/06/2016","6.943","6.943","6.943","6.943","0.00%"
"06/06/2016","6.943","6.943","6.943","6.943","0.00%"
"03/06/2016","6.943","6.943","6.943","6.943","0.00%"
"02/06/2016","6.943","6.943","6.943","6.943","0.00%"
"01/06/2016","6.943","6.943","6.943","6.943","0.00%"
"31/05/2016","6.943","6.943","6.943","6.943","0.00%"
"30/05/2016","6.943","6.943","6.943","6.943","0.00%"
"27/05/2016","6.943","6.943","6.943","6.943","0.00%"
"26/05/2016","6.943","6.943","6.943","6.943","0.00%"
"25/05/2016","6.943","6.943","6.943","6.943","0.00%"
"24/05/2016","6.943","6.943","6.943","6.943","0.00%"
"23/05/2016","6.943","6.943","6.943","6.943","0.00%"
"20/05/2016","6.943","6.943","6.943","6.943","0.00%"
"19/05/2016","6.943","6.943","6.943","6.943","0.00%"
"18/05/2016","6.943","6.943","6.943","6.943","0.00%"
"17/05/2016","6.943","6.943","6.943","6.943","0.00%"
"16/05/2016","6.943","6.943","6.943","6.943","0.00%"
"13/05/2016","6.943","6.943","6.943","6.943","0.00%"
"12/05/2016","6.943","6.943","6.943","6.943","0.00%"
"11/05/2016","6.943","6.943","6.943","6.943","0.00%"
"10/05/2016","6.943","6.943","6.943","6.943","0.00%"
"09/05/2016","6.943","6.943","6.943","6.943","0.00%"
"06/05/2016","6.943","6.943","6.943","6.943","0.00%"
"05/05/2016","6.943","6.943","6.943","6.943","0.00%"
"04/05/2016","6.943","6.943","6.943","6.943","0.00%"
"03/05/2016","6.943","6.943","6.943","6.943","0.00%"
"02/05/2016","6.943","6.943","6.943","6.943","0.00%"
"29/04/2016","6.943","6.943","6.943","6.943","0.00%"
"28/04/2016","6.943","6.943","6.943","6.943","0.00%"
"27/04/2016","6.943","6.943","6.943","6.943","0.00%"
"26/04/2016","6.943","6.943","6.943","6.943","0.00%"
"25/04/2016","6.943","6.943","6.943","6.943","0.00%"
"22/04/2016","6.943","6.943","6.943","6.943","0.00%"
"21/04/2016","6.943","6.943","6.943","6.943","0.00%"
"20/04/2016","6.943","6.943","6.943","6.943","0.00%"
"19/04/2016","6.943","6.943","6.943","6.943","0.00%"
"18/04/2016","6.943","6.943","6.943","6.943","0.00%"
"15/04/2016","6.943","6.943","6.943","6.943","0.00%"
"14/04/2016","6.943","6.943","6.943","6.943","0.00%"
"13/04/2016","6.943","6.943","6.943","6.943","0.00%"
"12/04/2016","6.943","6.943","6.943","6.943","0.00%"
"11/04/2016","6.943","6.943","6.943","6.943","0.00%"
"08/04/2016","6.943","6.943","6.943","6.943","0.00%"
"07/04/2016","6.943","6.943","6.943","6.943","0.00%"
"06/04/2016","6.943","6.943","6.943","6.943","0.00%"
"05/04/2016","6.943","6.943","6.943","6.943","0.00%"
"04/04/2016","6.943","6.943","6.943","6.943","1.09%"
"01/04/2016","6.868","6.868","6.868","6.868","0.00%"
"31/03/2016","6.868","6.868","6.868","6.868","-0.09%"
"30/03/2016","6.874","6.874","6.874","6.874","0.00%"
"29/03/2016","6.874","6.874","6.874","6.874","0.00%"
"28/03/2016","6.874","6.874","6.874","6.874","-0.01%"
"25/03/2016","6.875","6.875","6.875","6.875","0.00%"
"24/03/2016","6.875","6.875","6.875","6.875","0.00%"
"23/03/2016","6.875","6.875","6.875","6.875","0.04%"
"22/03/2016","6.872","6.872","6.872","6.872","0.00%"
"21/03/2016","6.872","6.872","6.872","6.872","-0.06%"
"18/03/2016","6.876","6.876","6.876","6.876","0.00%"
"17/03/2016","6.876","6.876","6.876","6.876","0.06%"
"16/03/2016","6.872","6.872","6.872","6.872","0.00%"
"15/03/2016","6.872","6.872","6.872","6.872","0.13%"
"14/03/2016","6.863","6.863","6.863","6.863","0.00%"
"11/03/2016","6.863","6.863","6.863","6.863","0.00%"
"10/03/2016","6.863","6.863","6.863","6.863","-0.42%"
"09/03/2016","6.892","6.892","6.892","6.892","0.03%"
"08/03/2016","6.890","6.890","6.890","6.890","0.38%"
"07/03/2016","6.864","6.864","6.864","6.864","-0.10%"
"04/03/2016","6.871","6.871","6.871","6.871","0.00%"
"03/03/2016","6.871","6.871","6.871","6.871","0.00%"
"02/03/2016","6.871","6.871","6.871","6.871","0.07%"
"01/03/2016","6.866","6.866","6.866","6.866","0.04%"
"29/02/2016","6.863","6.863","6.863","6.863","-0.19%"
"26/02/2016","6.876","6.876","6.876","6.876","-0.01%"
"25/02/2016","6.877","6.877","6.877","6.877","-0.91%"
"24/02/2016","6.940","6.940","6.940","6.940","0.00%"
"23/02/2016","6.940","6.940","6.940","6.940","-0.06%"
"22/02/2016","6.944","6.944","6.944","6.944","0.19%"
"19/02/2016","6.931","6.931","6.931","6.931","-0.86%"
"18/02/2016","6.991","6.991","6.991","6.991","-0.21%"
"17/02/2016","7.006","7.006","7.006","7.006","-1.24%"
"16/02/2016","7.094","7.094","7.094","7.094","-0.01%"
"15/02/2016","7.095","7.095","7.095","7.095","0.51%"
"14/02/2016","7.059","7.059","7.059","7.059","0.00%"
"12/02/2016","7.059","7.059","7.059","7.059","0.00%"
"11/02/2016","7.059","7.059","7.059","7.059","0.00%"
"10/02/2016","7.059","7.059","7.059","7.059","0.00%"
"09/02/2016","7.059","7.059","7.059","7.059","0.00%"
"08/02/2016","7.059","7.059","7.059","7.059","0.00%"
"05/02/2016","7.059","7.059","7.059","7.059","0.27%"
"04/02/2016","7.040","7.040","7.040","7.040","-0.10%"
"03/02/2016","7.047","7.047","7.047","7.047","0.00%"
"02/02/2016","7.047","7.047","7.047","7.047","-0.06%"
"01/02/2016","7.051","7.051","7.051","7.051","0.20%"
"29/01/2016","7.037","7.037","7.037","7.037","-0.30%"
"28/01/2016","7.058","7.058","7.058","7.058","0.18%"
"27/01/2016","7.045","7.045","7.045","7.045","-0.20%"
"26/01/2016","7.059","7.059","7.059","7.059","0.00%"
"25/01/2016","7.059","7.059","7.059","7.059","0.03%"
"22/01/2016","7.057","7.057","7.057","7.057","0.03%"
"21/01/2016","7.055","7.055","7.055","7.055","0.00%"
"20/01/2016","7.055","7.055","7.055","7.055","0.00%"
"19/01/2016","7.055","7.055","7.055","7.055","-0.31%"
"18/01/2016","7.077","7.077","7.077","7.077","0.25%"
"15/01/2016","7.059","7.059","7.059","7.059","0.03%"
"14/01/2016","7.057","7.057","7.057","7.057","0.00%"
"13/01/2016","7.057","7.057","7.057","7.057","0.06%"
"12/01/2016","7.053","7.053","7.053","7.053","0.00%"
"11/01/2016","7.053","7.053","7.053","7.053","-0.01%"
"10/01/2016","7.054","7.054","7.054","7.054","0.00%"
"08/01/2016","7.054","7.054","7.054","7.054","0.00%"
"07/01/2016","7.054","7.054","7.054","7.054","0.00%"
"06/01/2016","7.054","7.054","7.054","7.054","0.00%"
"05/01/2016","7.054","7.054","7.054","7.054","-0.31%"
"04/01/2016","7.076","7.076","7.076","7.076","0.34%"
"01/01/2016","7.052","7.052","7.052","7.052","0.00%"
"31/12/2015","7.052","7.052","7.052","7.052","0.00%"
"30/12/2015","7.052","7.052","7.052","7.052","-0.06%"
"29/12/2015","7.056","7.056","7.056","7.056","0.06%"
"28/12/2015","7.052","7.052","7.052","7.052","-0.06%"
"25/12/2015","7.056","7.056","7.056","7.056","-0.01%"
"24/12/2015","7.057","7.057","7.057","7.057","0.00%"
"23/12/2015","7.057","7.057","7.057","7.057","0.00%"
"22/12/2015","7.057","7.057","7.057","7.057","0.00%"
"21/12/2015","7.057","7.057","7.057","7.057","-0.01%"
"18/12/2015","7.058","7.058","7.058","7.058","-0.14%"
"17/12/2015","7.068","7.068","7.068","7.068","0.00%"
"16/12/2015","7.068","7.068","7.068","7.068","0.04%"
"15/12/2015","7.065","7.065","7.065","7.065","0.06%"
"14/12/2015","7.061","7.061","7.061","7.061","0.04%"
"11/12/2015","7.058","7.058","7.058","7.058","0.00%"
"10/12/2015","7.058","7.058","7.058","7.058","0.00%"
"09/12/2015","7.058","7.058","7.058","7.058","-0.06%"
"08/12/2015","7.062","7.062","7.062","7.062","0.04%"
"07/12/2015","7.059","7.059","7.059","7.059","-0.11%"
"04/12/2015","7.067","7.067","7.067","7.067","0.00%"
"03/12/2015","7.067","7.067","7.067","7.067","0.00%"
"02/12/2015","7.067","7.067","7.067","7.067","0.10%"
"01/12/2015","7.060","7.060","7.060","7.060","0.00%"
"30/11/2015","7.060","7.060","7.060","7.060","-0.51%"
"27/11/2015","7.096","7.096","7.096","7.096","0.00%"
"26/11/2015","7.096","7.096","7.096","7.096","0.35%"
"25/11/2015","7.071","7.071","7.071","7.071","0.00%"
"24/11/2015","7.071","7.071","7.071","7.071","0.10%"
"23/11/2015","7.064","7.064","7.064","7.064","-0.08%"
"22/11/2015","7.070","7.070","7.070","7.070","0.00%"
"20/11/2015","7.070","7.070","7.070","7.070","-0.38%"
"19/11/2015","7.097","7.097","7.097","7.097","-0.17%"
"18/11/2015","7.109","7.109","7.109","7.109","0.00%"
"17/11/2015","7.109","7.109","7.109","7.109","0.77%"
"16/11/2015","7.055","7.055","7.055","7.055","0.00%"
"13/11/2015","7.055","7.055","7.055","7.055","-0.37%"
"12/11/2015","7.081","7.081","7.081","7.081","-0.04%"
"11/11/2015","7.084","7.084","7.084","7.084","0.06%"
"10/11/2015","7.080","7.080","7.080","7.080","0.23%"
"09/11/2015","7.064","7.064","7.064","7.064","-0.01%"
"06/11/2015","7.065","7.065","7.065","7.065","-0.06%"
"05/11/2015","7.069","7.069","7.069","7.069","0.30%"
"04/11/2015","7.048","7.048","7.048","7.048","0.03%"
"03/11/2015","7.046","7.046","7.046","7.046","-0.23%"
"02/11/2015","7.062","7.062","7.062","7.062","0.00%"
"30/10/2015","7.062","7.062","7.062","7.062","-0.48%"
"29/10/2015","7.096","7.096","7.096","7.096","0.60%"
"28/10/2015","7.054","7.054","7.054","7.054","-0.01%"
"27/10/2015","7.055","7.055","7.055","7.055","0.03%"
"26/10/2015","7.053","7.053","7.053","7.053","0.23%"
"23/10/2015","7.037","7.037","7.037","7.037","0.10%"
"22/10/2015","7.030","7.030","7.030","7.030","0.06%"
"21/10/2015","7.026","7.026","7.026","7.026","0.00%"
"20/10/2015","7.026","7.026","7.026","7.026","-0.17%"
"19/10/2015","7.038","7.038","7.038","7.038","0.10%"
"18/10/2015","7.031","7.031","7.031","7.031","0.00%"
"16/10/2015","7.031","7.031","7.031","7.031","0.06%"
"15/10/2015","7.027","7.027","7.027","7.027","0.29%"
"14/10/2015","7.007","7.007","7.007","7.007","0.00%"
"13/10/2015","7.007","7.007","7.007","7.007","0.00%"
"12/10/2015","7.007","7.007","7.007","7.007","-0.01%"
"09/10/2015","7.008","7.008","7.008","7.008","-0.11%"
"08/10/2015","7.016","7.016","7.016","7.016","0.14%"
"07/10/2015","7.006","7.006","7.006","7.006","-0.28%"
"06/10/2015","7.026","7.026","7.026","7.026","-0.04%"
"05/10/2015","7.029","7.029","7.029","7.029","-0.23%"
"03/10/2015","7.045","7.045","7.045","7.045","0.00%"
"02/10/2015","7.045","7.045","7.045","7.045","-0.20%"
"01/10/2015","7.059","7.059","7.059","7.059","0.26%"
"30/09/2015","7.041","7.041","7.041","7.041","-0.07%"
"29/09/2015","7.046","7.046","7.046","7.046","-0.20%"
"28/09/2015","7.060","7.060","7.060","7.060","0.00%"
"27/09/2015","7.060","7.060","7.060","7.060","0.00%"
"25/09/2015","7.060","7.060","7.060","7.060","0.36%"
"24/09/2015","7.035","7.035","7.035","7.035","0.00%"
"23/09/2015","7.035","7.035","7.035","7.035","0.00%"
"22/09/2015","7.035","7.035","7.035","7.035","-0.71%"
"21/09/2015","7.085","7.085","7.085","7.085","0.20%"
"18/09/2015","7.071","7.071","7.071","7.071","0.37%"
"17/09/2015","7.045","7.045","7.045","7.045","0.00%"
"16/09/2015","7.045","7.045","7.045","7.045","0.00%"
"15/09/2015","7.045","7.045","7.045","7.045","0.00%"
"14/09/2015","7.045","7.045","7.045","7.045","0.26%"
"11/09/2015","7.027","7.027","7.027","7.027","0.23%"
"10/09/2015","7.011","7.011","7.011","7.011","0.00%"
"09/09/2015","7.011","7.011","7.011","7.011","-0.06%"
"08/09/2015","7.015","7.015","7.015","7.015","0.06%"
"07/09/2015","7.011","7.011","7.011","7.011","0.11%"
"04/09/2015","7.003","7.003","7.003","7.003","0.00%"
"03/09/2015","7.003","7.003","7.003","7.003","0.01%"
"02/09/2015","7.002","7.002","7.002","7.002","0.00%"
"01/09/2015","7.002","7.002","7.002","7.002","0.00%"
"31/08/2015","7.002","7.002","7.002","7.002","-0.41%"
"28/08/2015","7.031","7.031","7.031","7.031","0.11%"
"27/08/2015","7.023","7.023","7.023","7.023","0.00%"
"26/08/2015","7.023","7.023","7.023","7.023","0.16%"
"25/08/2015","7.012","7.012","7.012","7.012","1.07%"
"24/08/2015","6.938","6.938","6.938","6.938","0.29%"
"21/08/2015","6.918","6.918","6.918","6.918","-1.03%"
"20/08/2015","6.990","6.990","6.990","6.990","0.00%"
"19/08/2015","6.990","6.990","6.990","6.990","1.22%"
"18/08/2015","6.906","6.906","6.906","6.906","-0.01%"
"17/08/2015","6.907","6.907","6.907","6.907","0.48%"
"14/08/2015","6.874","6.874","6.874","6.874","1.21%"
"13/08/2015","6.792","6.792","6.792","6.792","-0.03%"
"12/08/2015","6.794","6.794","6.794","6.794","0.28%"
"11/08/2015","6.775","6.775","6.775","6.775","0.00%"
"10/08/2015","6.775","6.775","6.775","6.775","0.00%"
"07/08/2015","6.775","6.775","6.775","6.775","0.30%"
"06/08/2015","6.755","6.755","6.755","6.755","-0.87%"
"05/08/2015","6.814","6.814","6.814","6.814","0.56%"
"04/08/2015","6.776","6.776","6.776","6.776","0.00%"
"03/08/2015","6.776","6.776","6.776","6.776","0.00%"
"31/07/2015","6.776","6.776","6.776","6.776","0.00%"
"30/07/2015","6.776","6.776","6.776","6.776","-0.15%"
"29/07/2015","6.786","6.786","6.786","6.786","-0.01%"
"28/07/2015","6.787","6.787","6.787","6.787","0.27%"
"27/07/2015","6.769","6.769","6.769","6.769","0.00%"
"24/07/2015","6.769","6.769","6.769","6.769","0.00%"
"23/07/2015","6.769","6.769","6.769","6.769","-0.03%"
"22/07/2015","6.771","6.771","6.771","6.771","0.00%"
"21/07/2015","6.771","6.771","6.771","6.771","-0.13%"
"20/07/2015","6.780","6.780","6.780","6.780","0.25%"
"18/07/2015","6.763","6.763","6.763","6.763","0.00%"
"17/07/2015","6.763","6.763","6.763","6.763","0.00%"
"16/07/2015","6.763","6.763","6.763","6.763","-0.29%"
"15/07/2015","6.783","6.783","6.783","6.783","0.06%"
"14/07/2015","6.779","6.779","6.779","6.779","0.15%"
"13/07/2015","6.769","6.769","6.769","6.769","0.49%"
"10/07/2015","6.736","6.736","6.736","6.736","0.00%"
"09/07/2015","6.736","6.736","6.736","6.736","-0.01%"
"08/07/2015","6.737","6.737","6.737","6.737","-0.37%"
"07/07/2015","6.762","6.762","6.762","6.762","0.21%"
"06/07/2015","6.748","6.748","6.748","6.748","-0.16%"
"03/07/2015","6.759","6.759","6.759","6.759","-0.40%"
"02/07/2015","6.786","6.786","6.786","6.786","0.01%"
"01/07/2015","6.785","6.785","6.785","6.785","0.00%"
"30/06/2015","6.785","6.785","6.785","6.785","0.00%"
"29/06/2015","6.785","6.785","6.785","6.785","-0.16%"
"26/06/2015","6.796","6.796","6.796","6.796","0.00%"
"25/06/2015","6.796","6.796","6.796","6.796","0.03%"
"24/06/2015","6.794","6.794","6.794","6.794","-0.48%"
"23/06/2015","6.827","6.827","6.827","6.827","-0.18%"
"22/06/2015","6.839","6.839","6.839","6.839","-0.13%"
"19/06/2015","6.848","6.848","6.848","6.848","0.00%"
"18/06/2015","6.848","6.848","6.848","6.848","0.51%"
"17/06/2015","6.813","6.813","6.813","6.813","2.10%"
"16/06/2015","6.673","6.673","6.673","6.673","-0.27%"
"15/06/2015","6.691","6.691","6.691","6.691","0.42%"
"12/06/2015","6.663","6.663","6.663","6.663","0.15%"
"11/06/2015","6.653","6.653","6.653","6.653","0.21%"
"10/06/2015","6.639","6.639","6.639","6.639","1.59%"
"09/06/2015","6.535","6.535","6.535","6.535","0.00%"
"08/06/2015","6.535","6.535","6.535","6.535","-0.02%"
"07/06/2015","6.536","6.536","6.536","6.536","0.00%"
"05/06/2015","6.536","6.536","6.536","6.536","0.00%"
"04/06/2015","6.536","6.536","6.536","6.536","-0.02%"
"03/06/2015","6.537","6.537","6.537","6.537","-0.02%"
"02/06/2015","6.538","6.538","6.538","6.538","0.00%"
"01/06/2015","6.538","6.538","6.538","6.538","0.00%"
"30/05/2015","6.538","6.538","6.538","6.538","0.00%"
"29/05/2015","6.538","6.538","6.538","6.538","0.00%"
"28/05/2015","6.538","6.538","6.538","6.538","0.05%"
"27/05/2015","6.535","6.535","6.535","6.535","0.00%"
"26/05/2015","6.535","6.535","6.535","6.535","-0.08%"
"25/05/2015","6.540","6.540","6.540","6.540","0.02%"
"22/05/2015","6.539","6.539","6.539","6.539","-0.03%"
"21/05/2015","6.541","6.541","6.541","6.541","0.00%"
"20/05/2015","6.541","6.541","6.541","6.541","0.09%"
"19/05/2015","6.535","6.535","6.535","6.535","0.00%"
"18/05/2015","6.535","6.535","6.535","6.535","-0.08%"
"15/05/2015","6.540","6.540","6.540","6.540","0.00%"
"14/05/2015","6.540","6.540","6.540","6.540","0.57%"
"13/05/2015","6.503","6.503","6.503","6.503","0.02%"
"12/05/2015","6.502","6.502","6.502","6.502","-0.08%"
"11/05/2015","6.507","6.507","6.507","6.507","0.00%"
"08/05/2015","6.507","6.507","6.507","6.507","-0.21%"
"07/05/2015","6.521","6.521","6.521","6.521","-2.35%"
"06/05/2015","6.678","6.678","6.678","6.678","0.00%"
"05/05/2015","6.678","6.678","6.678","6.678","0.00%"
"04/05/2015","6.678","6.678","6.678","6.678","2.85%"
"01/05/2015","6.493","6.493","6.493","6.493","0.00%"
"30/04/2015","6.493","6.493","6.493","6.493","0.00%"
"29/04/2015","6.493","6.493","6.493","6.493","0.00%"
"28/04/2015","6.493","6.493","6.493","6.493","0.00%"
"27/04/2015","6.493","6.493","6.493","6.493","-2.08%"
"24/04/2015","6.631","6.631","6.631","6.631","0.00%"
"23/04/2015","6.631","6.631","6.631","6.631","0.00%"
"22/04/2015","6.631","6.631","6.631","6.631","0.62%"
"21/04/2015","6.590","6.590","6.590","6.590","0.29%"
"20/04/2015","6.571","6.571","6.571","6.571","0.31%"
"17/04/2015","6.551","6.551","6.551","6.551","0.02%"
"16/04/2015","6.550","6.550","6.550","6.550","0.00%"
"15/04/2015","6.550","6.550","6.550","6.550","-0.30%"
"14/04/2015","6.570","6.570","6.570","6.570","0.31%"
"13/04/2015","6.550","6.550","6.550","6.550","-0.02%"
"10/04/2015","6.551","6.551","6.551","6.551","0.46%"
"09/04/2015","6.521","6.521","6.521","6.521","0.31%"
"08/04/2015","6.501","6.501","6.501","6.501","0.85%"
"07/04/2015","6.446","6.446","6.446","6.446","0.28%"
"06/04/2015","6.428","6.428","6.428","6.428","-0.40%"
"03/04/2015","6.454","6.454","6.454","6.454","-0.02%"
"02/04/2015","6.455","6.455","6.455","6.455","-0.62%"
"01/04/2015","6.495","6.495","6.495","6.495","0.29%"
"31/03/2015","6.476","6.476","6.476","6.476","-0.17%"
"30/03/2015","6.487","6.487","6.487","6.487","0.06%"
"27/03/2015","6.483","6.483","6.483","6.483","-0.18%"
"26/03/2015","6.495","6.495","6.495","6.495","0.26%"
"25/03/2015","6.478","6.478","6.478","6.478","0.47%"
"24/03/2015","6.448","6.448","6.448","6.448","0.25%"
"23/03/2015","6.432","6.432","6.432","6.432","-0.11%"
"20/03/2015","6.439","6.439","6.439","6.439","0.30%"
"19/03/2015","6.420","6.420","6.420","6.420","0.25%"
"18/03/2015","6.404","6.404","6.404","6.404","0.11%"
"17/03/2015","6.397","6.397","6.397","6.397","0.31%"
"16/03/2015","6.377","6.377","6.377","6.377","0.24%"
"13/03/2015","6.362","6.362","6.362","6.362","-0.08%"
"12/03/2015","6.367","6.367","6.367","6.367","-0.20%"
"11/03/2015","6.380","6.380","6.380","6.380","0.00%"
